Unnamed: 0,customer_review,airline,recommended,departure,destination,departure_lat,departure_lon,destination_lat,destination_lon
93,"✅ Trip Verified | Kilaminjaro to Chicago via Istanbul. My problems began the day before the flight, I had booked a Turkish Airlines award business class ticket using United Mileageplus miles months earlier, but the day before noticed I couldn't select my seat and part of my flights were missing from the itinerary. I called Turkish Airlines to confirm everything was but for some reason I couldn't select my seat, so to arrive to the airport early. I arrive the next day to the airport 3 hours early in Kiliminjaro airport in Tanzania and it turns out there is a massive problem with my ticket. A Turkish airlines agent later said it was ""it was award ticket and NO REC on your onward boarding pass"""" which I have no idea what it means but the agent was smashing away at the keyboard for hours trying to get me on the flight to the point they had to hold the flight to Istanbul. At the very last minute I was finally I was able to board and the Turkish airlines agent said I shouldn't have any more problems, but once I get to Istanbul I need to get my next boarding pass and that my bag would arrive just fine to Chicago (both of these turned out to be false) Already having a bad day,I was informed that for the duration of the flight I would only receive economy service and meals despite booking a business class ticket. Once I arrived to Istanbul, more problems began as the transfer desks agents were extremely unhelpful just ping ponging me from one desk to the other with no agent willing to print my boarding pass or ticket. As it got closed to boarding time I told a transfer desk agent I'm not leaving until they print me my pass which I paid for and I was bound to miss my flight! In the end a desk agent in Istanbul wrote me ticket by hand 30 minutes before the flight was set to take off and told me to run! This ticket got me past security and it seemed everything was ok until I got to the gate and once again they denied me boarding, while they grabbed my passport and the agents again smashing on a computer keys trying to get me boarded. Then they tried to claim that my ticket was only economy until I showed them the receipt, at this point they were once again, holding the next plane up for me. At the very last second they finally let me board the flight to Chicago. Once arriving to Chicago I was once again greeted with more bad news. My bag had not made it so I asked them to ship the bag to Mexico City (where I live). They said I would need to pick it up at the airport ""the next day."" Well turns out the next day was a whopping 5 days later. When the bag arrived it was completely destroyed. The nightmare doesn't end there. I figured they would be quick to provide compensation over such an incident, especially over an expensive long distance business class ticket but was I wrong. Once I began the process I sent them all relevant details including pictures of my damaged bag, and receipts totalling about $500 for various purchases I had to make for the 5 days I didn't have my bag. Then they said that they couldn't pay me anything for my damaged bag because they needed a ""repair invoice"" when they originally said a financial request will suffice in lieu. At that point I had already thrown my damaged baggage away.",Turkish Airlines,1,Kilaminjaro,Chicago,,,41.8755616,-87.6244212
94,"✅ Trip Verified | Stockholm to Bangkok via Istanbul. Flying with TK is a good start of the vacation, the price was very compatible. This trip started with a nearly empty business class from Stockholm. The lounge in Istanbul is huge with a lot of different choices. The flight to Bangkok in a full business class was really nice. We started with a glass of champagne and then food. Everything went very smooth. We received a fast track pass in Bangkok to pass immigration recommend Turkish Airlines.",Turkish Airlines,0,Stockholm,Bangkok,59.3251172,18.0710935,13.7524938,100.4935089
95,"✅ Trip Verified | Lahore to Frankfurt via Istanbul in business class. Extremely disappointed with this pathetic airline. Lahore to Istanbul the aircraft was A330-300. And everything about the flight was sub standard. The seat layout was at least 20 years old, when business class seats hardly just reclined. No storage space. The kit they provided had nothing in it. Cheap stuff. For an around 6 hour flight, no menu cards were provided. The crew serving never bothered to ask if passengers needed anything. One had to look around what others were eating and ask for it. The worst part was the next flight, from Istanbul to Frankfurt. It was again A330-200. And everything on this flight was perfect. They provided a menu card, the seats layout was modern. Like proper fully reclining seats. I feel awful the way they discriminate with flights from Pakistan.",Turkish Airlines,1,Lahore,Frankfurt,31.5656822,74.3141829,50.1106444,8.6820917
96,"✅ Trip Verified | Durban to Houston via Istanbul. We had booked our flights from Durban to Houston (return) which included a stopover of 2 days in Istanbul whereby our journey from Istanbul to Houston was on 16th December 2018 on flight number TK33 at 2.30pm. We had requested wheelchair service in advance. We checked-in on time at Istanbul Airport and waited more than 1 hour for the wheelchair assistant who never came and had to walk by ourselves to the gate. By the time we reached the gate we were denied boarding as they said that we are late. As a result, we had to buy another ticket on Turkish Airlines for 18th December 2018 at the airport which cost us TRY 21519 and this was through no fault of our own. The problem is that the wheelchair assistance never turned up which is the main reason for us being late. We have flown with other airlines and never faced this issue. It was our first time with Turkish Airlines and has been a terrible experience.",Turkish Airlines,1,Durban,Houston,-29.861825,31.009909,29.7589382,-95.3676974
97,"✅ Trip Verified | New York to Thessaloniki via Istanbul. I have so many bad words in my mind about this airline. It was the first and the last time I chose it. My return trip was yesterday, JFK to Ataturk, due to a 2.5 hours delay I lost my connection flight to Thessaloniki. When I came out of the plane there is no one to help me out with my flight, I was asking the ground staff and they talk to me in a rude and sarcastic manner because I dont speak Turkish. I was waiting in a very long line (100 people or more, all of them lost their connection flights) to change my ticket. My new ticket was at 20:15 evening and I had arrived at 9 am. I was waiting for 11 hours to go home! They take as at a hotel for almost 4 hours, the hotel and the ground staff had the worst attitude I have ever seen! They didn't show us any respect, long lines, no directions, no answers, no English, nothing except of rudeness. Now I'm home after 26 hours, instead of 14. For me Turkish is really the worst airline and has the worst ground stuff. Waste of money and time!",Turkish Airlines,1,New York,Thessaloniki,40.7127281,-74.0060152,40.6403167,22.9352716
99,"✅ Trip Verified | Cape Town to Sao Paulo via Istanbul. We applied and was granted ""free accommodation"" and stay over in Istanbul - never issued. This was a major reason we decided to use them they were not cheaper than SAA (direct flight) and the price we paid was to fly twice longer in and out. I contacted them many times over 9 months and just got promises, 4 days before our departure they still could not issue the vouchers and had to pay all ourselves. No feedback, no communication, nothing.",Turkish Airlines,1,Cape Town,Sao Paulo,-33.9288301,18.4172197,-23.5506507,-46.6333824
100,"✅ Trip Verified | New York to Istanbul via Skopje. No care for being on time, worst airline ever to being on time. My first flight was 35 mins late for unknown reasons, I spent 9 hours waiting for the next available flight. As I was waiting I watched almost every Turkish Airlines that landed had passengers running off to malke it to their next flight. Then my next flight did not have us board till departure time, when it came to loading on the buses they had us wait 20 mins on a cramped bus without opening the doors. Some passengers had to use the emergency latch to open the doors so we can get some air. Then boarding the plane the captain notifies us that we are delayed and no reason with it. Late again to my final destination. Don't fly with Turkish Airlines!",Turkish Airlines,1,New York,Istanbul,40.7127281,-74.0060152,41.006381,28.9758715
101,"✅ Trip Verified | Riyadh to Manila via Istanbul. Both flights were excellent especially Istanbul to Manila. Food was plentiful & delicious. Generous seat pitch with 3x3x3 configuration on B777 which is necessary for this 12 hour flight. Average inflight entertainment which for me, who doesn't use it much is OK. This flight is full but the crew did excellent in their job.",Turkish Airlines,0,Riyadh,Manila,18.0107143,-15.955326,14.5904492,120.9803621
102,"✅ Trip Verified | Belgrade to Kiev via Istanbul. Worst customer support service ever. They respond with automatically generated replies that has nothing to do with my questions and complaints. Also Miles&Smiles program is made for fools. I have been flying with Turkish airlines for 10 years, collecting miles and now there is no way I can use them before they expire! Can’t buy reward ticket, can’t upgrade my flying class, nor my bonus card class, can’t shop in the aircraft and online. My bonuses are blocked and soon will expire for nothing. And this is the way they say Thank you for being their faithful customer for a decade!",Turkish Airlines,0,Belgrade,Kiev,44.8178131,20.4568974,50.4500336,30.5241361
103,✅ Trip Verified | Atlanta to Addis Ababa via Istanbul. Turkish Airlines delays bags for all passengers up 2 days and when you arrive you have to come back a day or two later to claim your bag. Worst airline I have ever flown. Bad customer service. I will never fly again. Avoid if possible.,Turkish Airlines,1,Atlanta,Addis Ababa,33.7544657,-84.3898151,9.0358287,38.7524127
104,"✅ Trip Verified | Washington to Addis Ababa via Istanbul . Although the flight and flight crew on my trip from DC to Addis were lovely the crew, plane, food, and customer service on my return trip were horrendous. The food served between Istanbul and DC (return flight) was obviously spoiled and several people were sick as a result. The flight crew did nothing to reduce the impact (mess, smell) from this. The plane itself was dirty and several of the seats damaged in the economy class area. The restrooms (within the first 2-3 hours of the flight) ran out of toilet paper and the floors became covered in urine and worse. Upon arrival in DC my checked luggage was returned badly damaged (hard sided suitcase with a giant crack in the hard case). Turkish Airlines has refused to compensate me for the damage despite filing all the appropriate documents.",Turkish Airlines,1,Washington,Addis Ababa,38.8950368,-77.0365427,9.0358287,38.7524127
105,"Not Verified | Khartoum to Amsterdam via Istanbul. I was very disappointed with the airport service at Istanbul. The employee told me to go the transfer desk when arriving at Istanbul to get my boarding ticket for Amsterdam and when I went to the transfer desk an employee told me to go to the Denied boarding office because there weren't any seats. I went to the Denied boarding office when it was the last call for my flight due to the excessive delay in the security control. The security control was packed with more than hundreds of people and some even climbed over the fences and it was very chaotic. Anyways when I went to the office the employee then told me that I missed my flight and asked why I came here. I explained everything to him but the only response I got was to go back to the transfer desk. Then when I went back to the transfer desk, the other employee told me to go to the ticket sales desk. I was expecting them to arrange a seat in a flight today but when i went to the ticket sales desk, the employee said that there were no remaining seats and booked me a seat in the next day’s flight and charged me 500 dollars when it was the airline’s fault. The service was awful and the employees did not even know how to swiftly deal with such situations.",Turkish Airlines,1,Khartoum,Amsterdam,15.5038301,32.5738979,52.3730796,4.8924534
106,"✅ Trip Verified | Berlin to Erbil via Istanbul. Over two hours into the flight to Erbil when I thought we were already descending, it was announced that we couldn't land and were heading back to Istanbul on account of fog. This meant a 24 hour wait in the airport until the next flight which then was delayed another 90min. Then after everyone had boarded, two buses pull up, ""flight is cancelled"". At this point I could no longer wait, and had to fly back to Berlin. My original return would have been the day before. I spent two hours at the Turkish Airlines transfer desk with a lot of insisting and nerves to finally get this changed at the last minute to the next plane on the same day. The services there was just awful (around 1300 on Dec. 19). Initially I was told, ""everything's ok, just sit there, and we will deliver the ticket to you."" But as time went on and no one came, I had to go back to the desk and basically start from scratch, dealing with altogether 5 or six officials who spoke hardly any English and were disorganised to the point of reminding one of headless chickens. Also 2 hours of free airport wifi per week (!) is just not enough for a traveler under these circumstances. And there was no option to buy more with a credit card.",Turkish Airlines,1,Berlin,Erbil,52.5173885,13.3951309,36.1911744,44.0094145
108,"✅ Trip Verified | Amsterdam to Abu Dhabi via Istanbul. Delays, delays and more delays. That sums up the experience with Turkish Airlines. Long queues at the check-in desk. Slow processes. Delays in flight schedule from AMS to IST. Late arrival at IST airport. Further delays from IST to AUH. And arriving at Abu Dhabi Airport our suitcases were missing. After a delay of two days the luggage finally arrived at our hotel. We had to buy for 550 euro clothing, underwear, swimwear, footwear, toiletries to rescue us through the first two days of our holiday. Turkish compensated only 170 euro. A disgrace. Never again will we travel with this airline.",Turkish Airlines,1,Amsterdam,Abu Dhabi,52.3730796,4.8924534,24.4538352,54.3774014
109,✅ Trip Verified | Istanbul to Johannesburg. Our flight on 30 December (TK0038) was cancelled and we had to connect with their ticket office to finalise a flight for 31 December (TK0042). We paid $79 per seat for 4 people (Seats 6 A/B and 6 J/K) Only A/B was allocated to us which my son and I used because of legroom. My wife and daughter was moved to 27E/F. We flew in from Heathrow the day before on 29 Dec for that 30 Dec connection but due to the postponement was forced to find accommodation and Turkish Airlines was aware of our trip from Heathrow yet they refused to assist with meals or accommodation. That was an extra 300 Euros and I have not heard anything re my 2 x $79 seat cost loss. Never again!,Turkish Airlines,1,Istanbul,Johannesburg,41.006381,28.9758715,-26.205,28.049722
110,"✅ Trip Verified | Johannesburg to Istanbul. We were well taken care of by the cabin crew, service was near perfection. The food was delicious with lots of varieties available. Everything was on time. Great movie selections. Smooth lift off and landing",Turkish Airlines,0,Johannesburg,Istanbul,-26.205,28.049722,41.006381,28.9758715
111,"Not Verified | Taipei to Sao Paulo via Istanbul. Worst service I had in my life! As Elite Plus even I was flying economy I have access to Business Class Lounge in any domestic or international flight flying Turkish, what was denied in Taipei my entrance. When I arrive at my seat someone was already seated, they changed me seat, and later I couldn't access internet, need to use from my miles. During flight other passengers in Business Class Received amenity kit and I didn't. I used miles for upgrade both ways and they gave boarding pass just for first sector, I asked Purser about the amenity and as well my ticket second sector because in a previous flight I had same bad experience. They said you should do a feedback form. Waiting answer until now. They used more miles than the top limit on their system that is 75000 miles from Far East to South America, they deducted 100.000 miles. They damage my luggage on arrival. The asked invoice from the luggage I had, and denied payment saying the luggage is fixable, just come and fix for me. The miles accrued was to be 100% on the fare I bought they gave me around 50%. Amazing company!",Turkish Airlines,1,Taipei,Sao Paulo,25.0375198,121.5636796,-23.5506507,-46.6333824
